username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Opa_Lohaynny;2018-09-21 08:11;0;0;"Minha cabeça tá até leve .";Duque de Caxias, Brasil;;;"1043155791044403200";https://twitter.com/Opa_Lohaynny/status/1043155791044403200
Aseega2;2018-09-21 08:11;0;0;"ตายตาหลับ";Thailand;;;"1043155790742347783";https://twitter.com/Aseega2/status/1043155790742347783
Luna_s2tic;2018-09-21 08:11;7;14;"【唯一、愛ノ詠】 18人全員描くことが難しかったので私的推しメンだらけの4人を描かせて頂きました！動画の1：13辺りの4方が先頭で歩いてくる所がとても好きですもはや四天王！！めっちゃリピートしちゃいます(*'ω'*) （タグ付け失礼します） # まりん # YUMA # めろちん # ふうかpic.twitter.com/EOxx2RJV6k";九州⊿;;# # # #;"1043155790163406849";https://twitter.com/Luna_s2tic/status/1043155790163406849
blueberryminhyk;2018-09-21 08:11;0;0;"HAPPY BIRTHDAY MY PRINCE I LOVE YOU SO MUCH HAVE A GREAT DAY AND STAY HEALTHY HOPE I CAN MEET YOU ONE DAY # MyYouthJinyoungDay # GOT7pic.twitter.com/TwnppV747p";;;# #;"1043155790071099393";https://twitter.com/blueberryminhyk/status/1043155790071099393
cnarashic;2018-09-21 08:11;0;0;"沖さんのアランはほんま最高です…！いつ見てもきゅんきゅん そしてアイコンみて昇天しました†┏┛墓┗┓††┏┛墓┗┓† レオもかっこよくてたまらんです";皆様いつもありがとうごさいます♡;;;"1043155790020792321";https://twitter.com/cnarashic/status/1043155790020792321
CookiesMokomoko;2018-09-21 08:11;0;0;"お心遣いありがとうございます‧⁺◟︎( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ ) なんだかもう、嬉しくて疲れが抜けていきます";日本;;;"1043155789936906240";https://twitter.com/CookiesMokomoko/status/1043155789936906240
qUCHc7msLr9jtlK;2018-09-21 08:11;0;0;"جزاه الله خير";المملكة العربية السعودية 🇸🇦;;;"1043155789379198976";https://twitter.com/qUCHc7msLr9jtlK/status/1043155789379198976
MXvzOQyGo5iMqvv;2018-09-21 08:11;0;0;"大輝くんこんばんはぁ～ブログ更新ありがとう久しぶりのブログだね。 3MANﾗｲﾌﾞ後みんな素敵な時間を過ごしたようだね！素敵な思い出が出来て良かったね もう、福岡にいるんだね！福岡を満喫してね";;;;"1043155789345505281";https://twitter.com/MXvzOQyGo5iMqvv/status/1043155789345505281
KChityy14_;2018-09-21 08:11;0;0;"HAPPY BIRTHDAY TO JINYOUNG # MyYouthJinyoungDayhttps://twitter.com/GOT7Official/status/1043152904440307712 …";;;#;"1043155789270020096";https://twitter.com/KChityy14_/status/1043155789270020096
Xxxixxa_lxynxx;2018-09-21 08:11;0;0;"11:11";;;;"1043155789232238592";https://twitter.com/Xxxixxa_lxynxx/status/1043155789232238592
A_m_t_001;2018-09-21 08:11;0;0;"そうです！あめちゃんさんです〜(";;;;"1043155788569632768";https://twitter.com/A_m_t_001/status/1043155788569632768
WondersinLand;2018-09-21 08:11;0;0;"(´ー｀*)ｳﾝｳﾝ お母様のそのお気持ちすごくわかります。";Hyogo-ken, Japan;;;"1043155787994918912";https://twitter.com/WondersinLand/status/1043155787994918912
jingidongmin;2018-09-21 08:11;0;0;"Thanks";Turkey;;;"1043155787416256513";https://twitter.com/jingidongmin/status/1043155787416256513
6Svnl4sB1X3OSgn;2018-09-21 08:11;0;0;"ニヤリ";;;;"1043155787210584064";https://twitter.com/6Svnl4sB1X3OSgn/status/1043155787210584064
nurainejaizzah;2018-09-21 08:11;0;0;"11:11 september 27";capital H;;;"1043155787034415109";https://twitter.com/nurainejaizzah/status/1043155787034415109
sewoonpils;2018-09-21 08:11;0;0;"# MyYouthJinyoungDay happy birthday to my sunshine park jinyoung i love you baby pic.twitter.com/K4vFSfY5HR";Palette album track 4;;#;"1043155786434789376";https://twitter.com/sewoonpils/status/1043155786434789376
Tayman2001;2018-09-21 08:11;0;3;"Lol. Damn you.";In a Decoy World;;;"1043155786107478017";https://twitter.com/Tayman2001/status/1043155786107478017
TifaRC9;2018-09-21 08:11;0;0;"Creo que el intro suena perfecto para algún unboxing jsjs";Veracruz, Veracruz de Ignacio;;;"1043155785965101056";https://twitter.com/TifaRC9/status/1043155785965101056
butabuta_sub;2018-09-21 08:11;0;0;"みたらし団子味のカップ焼きそばを買いましたみたらし砂糖じょうゆみたいな味だと推測したけど、甘味がある優しい味わいの焼きそば＼(ﾟ∀ﾟ)／多分、醤油麹に甘味料多めにしたら、おうちでも作れるねRUIさんの大好きな斬新な美味しいやきそばでした。";キッチン;;;"1043155785797197824";https://twitter.com/butabuta_sub/status/1043155785797197824
jalannet;2018-09-21 08:11;0;0;"@ r_mayano ご応募ありがとうございます 結果は… ムービーをご覧ください またのチャレンジお待ちしています！（9/28まで） # じゃらんプレキャン # 毎日挑戦 https://s.jalan.net/2oOi0QG?ts=20180922001134 …pic.twitter.com/uEC6bzh2lL";tokyo;@;# #;"1043155785600122883";https://twitter.com/jalannet/status/1043155785600122883
jalannet;2018-09-21 08:11;0;0;"@ itoumikoto6 ご応募ありがとうございます 結果は… ムービーをご覧ください またのチャレンジお待ちしています！（9/28まで） # じゃらんプレキャン # 毎日挑戦 https://s.jalan.net/2wT3wU2?ts=20180922001134 …pic.twitter.com/kZkdnrlbEp";tokyo;@;# #;"1043155785348526081";https://twitter.com/jalannet/status/1043155785348526081
j_ckson7;2018-09-21 08:11;0;0;"Happy birthday to a man tht always shows his manly side , self-confidence , and thanks for exists in this world # MyYouthJinyoungDay # GOT7 @ GOT7Officialpic.twitter.com/Vl1ZkUSOsR";Malaysia;@;# #;"1043155785281228800";https://twitter.com/j_ckson7/status/1043155785281228800
eiefei;2018-09-21 08:11;0;0;"11:11";here;;;"1043155785021194240";https://twitter.com/eiefei/status/1043155785021194240
_GloRambo;2018-09-21 08:11;0;0;"Frfr";$Benji Chasin;;;"1043155784941690881";https://twitter.com/_GloRambo/status/1043155784941690881
senne__;2018-09-21 08:11;0;0;"혹시 기분 나쁜 애스크가 있을까봐... 그런 … — 기분 나쁜 에스크가 다행히(?) 없었는데 있었더라도 익명님 글 보고 기분 좋아져서 다 까먹었을거 같어요 사랑스런 이모티콘 퍼레… https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5SGDLOAUQ736VHN6D6S2J7FI2AT5AJKQFZHMSQRXL2Y7SFAEIVSDKFAU34N7A55YPPSKNTBAUYVANCK4CBTQSKPHASRDWP5EQKX7ZSLTWOY5CAAT2HGHZEMAIOBAKTJF4XMXLTU6YDKUV3TNRKWOY66HG53T73VVWVVZN5P5QMM2OD24XBA53OJSLA====== …";인장은 쿤 화백;;;"1043155784878710784";https://twitter.com/senne__/status/1043155784878710784
Dalal__q1;2018-09-21 08:11;2;0;"ي ججججججعل يمينها تحج https://twitter.com/MareeeMOO/status/1043154578047492096 …";درب التبانه;;;"1043155784744534019";https://twitter.com/Dalal__q1/status/1043155784744534019
ViratKo73123737;2018-09-21 08:11;0;0;"Ravidarad jaan daar saandar jadeja ur words sir no one can match And everyone can fall in love with ur commentry";;;;"1043155784731906049";https://twitter.com/ViratKo73123737/status/1043155784731906049
tmk_1689;2018-09-21 08:11;0;0;"ステッキぶんぶん振り回す天使な祐翔くんもっかい拝みた〜い!!!! 最初の闇ソンから幸せ溢れるソロ曲に変化したことを不意に思い出して半泣きしながらペンラ降ってた....";スイクラ城と壊れた世界と明治と下界とウェブリンに生息中;;;"1043155784484319233";https://twitter.com/tmk_1689/status/1043155784484319233
camilasalame;2018-09-21 08:11;1;1;"También feliz cumpleaños a esta bebé hermosa, quiero que sea feliz siempre # HappyNayeonDaypic.twitter.com/clyPD9rggM";eskereee;;#;"1043155784287354881";https://twitter.com/camilasalame/status/1043155784287354881
jinyoungparked;2018-09-21 08:11;0;0;"and of courseee happy birthday nayeon and seungmin";nest  🕊;;;"1043155784081625090";https://twitter.com/jinyoungparked/status/1043155784081625090
jane1128;2018-09-21 08:11;0;1;"あえてよかた〜〜おつかれさまです！";;;;"1043155783951691783";https://twitter.com/jane1128/status/1043155783951691783
StudioRewrite;2018-09-21 08:11;0;0;"";;;;"1043155783737856000";https://twitter.com/StudioRewrite/status/1043155783737856000
thomasnocedo1;2018-09-21 08:11;0;0;"11:11 na mga dudes";National Capital Region;;;"1043155783729340416";https://twitter.com/thomasnocedo1/status/1043155783729340416
GabrielaDiazSa4;2018-09-21 08:11;0;1;"Wtf jajajajajaajaj xD";infierno  ❤ 👿;;;"1043155783247126528";https://twitter.com/GabrielaDiazSa4/status/1043155783247126528
teachergirl00;2018-09-21 08:11;0;2;"";NY;;;"1043155783054254080";https://twitter.com/teachergirl00/status/1043155783054254080
